trial,type,"# hashes","# cracked","# words tested","start time","end time",delta,target
0,"multi",10,10,0,1652303404480946,1652303406835386,2354440
1,"multi",11,11,0,1652303406928152,1652303409292365,2364212
2,"multi",12,12,0,1652303409385837,1652303411777159,2391321
3,"multi",13,13,0,1652303411871061,1652303414252802,2381741
4,"multi",14,14,0,1652303414348375,1652303416750943,2402568
5,"multi",15,15,0,1652303416847830,1652303419217639,2369809
6,"multi",16,16,0,1652303419312995,1652303421671794,2358798
7,"multi",17,17,0,1652303421767178,1652303424165236,2398058
8,"multi",18,18,0,1652303424260228,1652303426738484,2478256
9,"multi",19,19,0,1652303426834240,1652303429218193,2383953
10,"multi",2,2,0,1652303429314000,1652303431634511,2320510
11,"multi",20,20,0,1652303431730500,1652303434130794,2400293
12,"multi",21,21,0,1652303434227475,1652303436609152,2381677
13,"multi",22,22,0,1652303436704496,1652303439084969,2380473
14,"multi",23,23,0,1652303439180898,1652303441613696,2432797
15,"multi",24,24,0,1652303441709378,1652303444122970,2413592
16,"multi",25,25,0,1652303444218816,1652303446601971,2383155
17,"multi",26,26,0,1652303446698259,1652303449092972,2394713
18,"multi",27,27,0,1652303449188518,1652303451563703,2375184
19,"multi",28,28,0,1652303451659321,1652303454030452,2371130
20,"multi",29,29,0,1652303454126559,1652303456514905,2388345
21,"multi",3,3,0,1652303456610642,1652303459026715,2416072
22,"multi",30,30,0,1652303459122317,1652303461538846,2416529
23,"multi",31,31,0,1652303461635915,1652303464016893,2380977
24,"multi",4,4,0,1652303464112326,1652303466494157,2381831
25,"multi",5,5,0,1652303466590324,1652303468966288,2375964
26,"multi",6,6,0,1652303469062432,1652303471390949,2328517
27,"multi",7,7,0,1652303471486709,1652303473908008,2421298
28,"multi",8,8,0,1652303474003268,1652303476391032,2387764
29,"multi",9,9,0,1652303476486717,1652303478869156,2382438
30,"single",1,1,0,1652303478965932,1652303481188719,2222786,400fe2134bff171dc6a2a26234c2ca3f
31,"single",1,1,0,1652303481295816,1652303483537212,2241396,79953624ee56a2d70a1b07908a4faec7
32,"single",1,1,0,1652303483643443,1652303485921235,2277792,28462cad9fb84515bce0828564894af4
33,"single",1,1,0,1652303486026978,1652303488395379,2368400,408f6ca6058788a0d6296820c6b30b44
34,"single",1,1,0,1652303488501490,1652303490778320,2276829,5902f8ac3bb6184161f901400f9cdfe8
35,"single",1,1,0,1652303490883663,1652303493220409,2336745,a974a1127d3982bc7b742d11892aa823
36,"single",1,1,0,1652303493327153,1652303495598342,2271188,d1aa9d9ce46af04d3a717b54a802a0a9
37,"single",1,1,0,1652303495704889,1652303498039593,2334703,047556d8e5fbe898a113f405f0b8853d
38,"single",1,1,0,1652303498144844,1652303500373590,2228746,46fe43520ec153c37f20606545c3e9bb
39,"single",1,1,0,1652303500479062,1652303502705788,2226725,fe6e9571df8bae74543e73d1fcf41725
40,"single",1,1,0,1652303502813691,1652303505095655,2281964,9adb41f2a66506c7e816424b455ad5ff
41,"single",1,1,0,1652303505202275,1652303507472436,2270160,7c47f161f13291ee0e50a4795bec5286
42,"single",1,1,0,1652303507578788,1652303509831044,2252256,24c17e4a409522393a02b3479897edb3
43,"single",1,1,0,1652303509936150,1652303512235348,2299198,7cf7c6ca48c040ef97f26b06b1e65bbd
44,"single",1,1,0,1652303512340765,1652303514655661,2314896,2793cefd210312935774ce1a9e2fd175
45,"single",1,1,0,1652303514761026,1652303517029352,2268326,b011639ebfc11dea64975dd5c96b6094
46,"single",1,1,0,1652303517135370,1652303519418677,2283307,b82811cf9ad301f6d8866a92dbfc70fa
47,"single",1,1,0,1652303519525152,1652303521902915,2377762,1e5d1599a38c359ac62158bb5f560ead
48,"single",1,1,0,1652303522008942,1652303524359742,2350799,e5d9fa94d629772fe7bd5e5b7df53419
49,"single",1,1,0,1652303524465839,1652303526814785,2348946,ed70e00b8e0b2e447892c6af1f5f49d4
50,"single",1,1,0,1652303526920185,1652303529168490,2248304,2c303110d4c12f72f3231cc424f94a33
51,"single",1,1,0,1652303529274684,1652303531613383,2338698,b3caefc7691c6c33473b1f55801cade5
52,"single",1,1,0,1652303531719305,1652303534033849,2314543,871eafd04774e862c394e281d96e9662
53,"single",1,1,0,1652303534138885,1652303536394707,2255821,1b4f7a5efca3df02dd317248d7ef05e5
54,"single",1,1,0,1652303536499439,1652303538793982,2294542,7f165cb837dcacb34d514c9e9aea38b7
55,"single",1,1,0,1652303538900666,1652303541228461,2327795,94b19843b3dce08c324a8b8a4d68dbe1
56,"single",1,1,0,1652303541333421,1652303543601539,2268117,ce809ee90522278d5365f9c4c19109fa
57,"single",1,1,0,1652303543706725,1652303545981726,2275001,35399dceba61a9de3a6b8db700cc7af2
58,"single",1,1,0,1652303546087431,1652303548333254,2245822,d1c9a3b47be1ed2599196a8a5fd4ec45
59,"single",1,1,0,1652303548438564,1652303550723044,2284480,6c93309e388431d965e6dc710367c7fb
60,"single",1,1,0,1652303550829184,1652303553056595,2227411,09f96867a8dc816a021fd861f200abef
61,"single",1,1,0,1652303553162731,1652303555481757,2319025,abcbdf5eab92e7a99c1172f42737c3a7
